source,target,Weight,piece_count
"A:maj/6","D:maj7",1,1
"A:maj/7","A:maj",1,1
"A:maj/7","A:maj/b7",1,1
"A:maj/b7","B:min",1,1
"A:maj/b7","D:maj/3",1,1
"A:maj6","B:min9",1,1
"A:maj6","D:maj6(9)",1,1
"A:maj7","A:maj/2",1,1
"A:maj7","B:min/b7",1,1
"A:maj7","F#:min",1,1
"A:maj7","F#:sus4(b7)",1,1
"A:maj7/2","F#:min7",1,1
"A:maj9","B:min7/b7",1,1
"A:maj9","F:maj9",1,1
"A:maj9","G#:hdim7",1,1
"A:min","A:5",1,1
"A:min","A:maj",1,1
"A:min","A:min7",1,1
"A:min","A:min7/b7",1,1
"A:min","A:minmaj7",1,1
"A:min","Ab:dim",1,1
"A:min","B:sus4(b7)",1,1
"A:min","Bb:maj7",1,1
"A:min","Bb:min",1,1
"A:min","D:(11)",1,1
"A:min","E:maj",1,1
"A:min","F#:hdim7/b3",1,1
"A:min","F:maj(9)",1,1
"A:min(11)","A:maj(11)/b7",1,1
"A:min(11)","F:maj(9)",1,1
"A:min(9)","Bb:maj",1,1
"A:min(9)","D:sus4(b7,9)",1,1
"A:min/b3","E:min/5",1,1
"A:min/b3","G:maj/3",1,1
"A:min/b6","A:min(9)",1,1
"A:min/b7","Bb:maj",1,1
"A:min/b7","D:1/1",1,1
"A:min/b7","G:maj",1,1
"A:min/b7","G:min7",1,1
"A:min11","G:5",1,1
"A:min6","Db:min9",1,1
"A:min7","A:1/1",1,1
"A:min7","B:7(b9)",1,1
"A:min7","Bb:maj(9)",1,1
"A:min7","Bb:maj6",1,1
"A:min7","C:maj/5",1,1
"A:min7","C:min7",1,1
"A:min7","D:maj(#9)",1,1
"A:min7","D:maj9",1,1
"A:min7","D:min9",1,1
"A:min7","D:sus2(b7)",1,1
"A:min7","D:sus4(b7)/5",1,1
"A:min7","F:maj6(9)",1,1
"A:min7","G:maj(9)/5",1,1
"A:min7/b3","D:7",1,1
"A:min7/b7","D:maj",1,1
"A:minmaj7","A:maj7/2",1,1
"A:minmaj7","D:7(#11)",1,1
"A:sus2","B:min",1,1
"A:sus2","B:min7",1,1
"A:sus4","A:7",1,1
"A:sus4","D:sus4",1,1
"A:sus4","D:sus4(b7,9)",1,1
"A:sus4","G:min",1,1
"A:sus4(9)","A:maj",1,1
"A:sus4(b7)","A:min7",1,1
"A:sus4(b7)","C#:(b3,b7,11,9)",1,1
"A:sus4(b7)","E:min7",1,1
"A:sus4(b7)","G:maj(9)",1,1
"A:sus4(b7,9)","A:7",1,1
"A:sus4(b7,9)","A:min7",1,1
"A:sus4(b7,9)","Bb:maj",1,1
"A:sus4(b7,9)","D:min",1,1
"A:sus4(b7,9)","E:min7",1,1
"A:sus4(b7,9)","G:maj7",1,1
"Ab:1/1","A:1/1",1,1
"Ab:1/1","Eb:1/1",1,1
"Ab:1/1","G:1/1",1,1
"Ab:11","Db:maj7",1,1
"Ab:13","F:maj9/4",1,1
"Ab:5","Ab:7",1,1
"Ab:5","C:5",1,1
"Ab:5","Db:5",1,1
"Ab:5","G:sus4(b7)",1,1
"Ab:5/b7","Bb:min7",1,1
"Ab:5/b7","Fb:(3,7)",1,1
"Ab:7","A:5",1,1
"Ab:7","A:dim7",1,1
"Ab:7","Ab:13",1,1
"Ab:7","Ab:5",1,1
"Ab:7","Ab:7(#9)",1,1
"Ab:7","Ab:maj",1,1
"Ab:7","C:dim",1,1
"Ab:7","C:maj6",1,1
"Ab:7","Db:maj6",1,1
"Ab:7","Eb:maj7/5",1,1
"Ab:7","F:7",1,1
"Ab:7","G:sus4(b7)",1,1
"Ab:7(#9)","Db:maj",1,1
"Ab:7(b13)","Bb:min",1,1
"Ab:7(b13)","Db:maj",1,1
"Ab:7(b13)","Db:maj7",1,1
"Ab:7(b9)","Db:maj13",1,1
"Ab:7(b9)","Eb:maj6",1,1
"Ab:7(b9,b13)","Db:maj",1,1
"Ab:7(b9,b13)","Db:maj9",1,1
"Ab:7/4","Db:7",1,1
"Ab:7/5","Db:maj",1,1
"Ab:9","Ab:maj",1,1
"Ab:9","Ab:maj6",1,1
"Ab:9","C:5",1,1
"Ab:9","G:7",1,1
"Ab:dim","G:dim",1,1
"Ab:dim","G:min",1,1
"Ab:dim7/2","Gb:maj7",1,1
"Ab:maj","A:min7",1,1
"Ab:maj","A:sus4(b7)",1,1
"Ab:maj","Ab:maj(9)",1,1
"Ab:maj","Ab:maj6/4",1,1
"Ab:maj","Ab:sus2",1,1
"Ab:maj","B:maj",1,1
"Ab:maj","Bb:11",1,1
"Ab:maj","Bb:sus4",1,1
"Ab:maj","C:(b5,b7,3)",1,1
"Ab:maj","C:maj",1,1
"Ab:maj","C:min(9)/5",1,1
"Ab:maj","Cb:maj",1,1
"Ab:maj","D:maj",1,1
"Ab:maj","D:min",1,1
"Ab:maj","Db:maj6",1,1
"Ab:maj","Db:min/5",1,1
"Ab:maj","Db:min7",1,1
"Ab:maj","Db:minmaj7/5",1,1
"Ab:maj","E:7",1,1
"Ab:maj","F:5",1,1
"Ab:maj","F:maj/3",1,1
"Ab:maj","G:min7",1,1
"Ab:maj","Gb:maj(9)",1,1
"Ab:maj","Gb:maj13",1,1
"Ab:maj(9)","Ab:maj",1,1
"Ab:maj(9)","Ab:maj(9)/3",1,1
"Ab:maj(9)","F:maj(9)",1,1
"Ab:maj(9)","F:min7",1,1
"Ab:maj(9)","Gb:maj",1,1
"Ab:maj(9)/3","Ab:maj(9)/6",1,1
"Ab:maj(9)/6","F:maj(9)",1,1
"Ab:maj/2","Eb:min7",1,1
"Ab:maj/2","F:9/3",1,1
"Ab:maj/2","F:maj/5",1,1
"Ab:maj/3","F:min",1,1
"Ab:maj/5","C:maj",1,1
"Ab:maj/5","Db:maj/2",1,1
"Ab:maj13","G:7",1,1
"Ab:maj6","F:maj6(9)",1,1
"Ab:maj6","F:maj7",1,1
"Ab:maj6","G:sus4(b7)",1,1
"Ab:maj6(7)","G:7",1,1
"Ab:maj6(b7)","Ab:7",1,1
"Ab:maj6/4","Db:maj",1,1
"Ab:maj7","A:dim",1,1
"Ab:maj7","A:hdim7",1,1
"Ab:maj7","A:min",1,1
"Ab:maj7","Ab:7(b13)",1,1
"Ab:maj7","Ab:maj(9)",1,1
"Ab:maj7","Bb:7",1,1
"Ab:maj7","C:min7",1,1
"Ab:maj7","Eb:7",1,1
"Ab:maj7","F:9",1,1
"Ab:maj7","G:maj",1,1
"Ab:maj7","Gb:maj9",1,1
"Ab:maj7/2","Eb:maj",1,1
"Ab:maj7/3","F:maj(9)",1,1
"Ab:min","Ab:maj",1,1
"Ab:min","Cb:maj7(#11)",1,1
"Ab:min","Db:sus4(b7)",1,1
"Ab:min","Eb:7(#9)",1,1
"Ab:min","Eb:maj9",1,1
"Ab:min","Eb:min(b13)",1,1
"Ab:min","Gb:maj(11)",1,1
"Ab:min(11)","E:1/1",1,1
"Ab:min/5","Eb:min11",1,1
"Ab:min11","Ab:1/1",1,1
"Ab:min7","A:min7",1,1
"Ab:min7","Ab:1/1",1,1
"Ab:min7","Db:min7",1,1
"Ab:min7","Db:min9",1,1
"Ab:min7","Db:sus4(b7)",1,1
"Ab:min7","Eb:1/1",1,1
"Ab:min7/4","Cb:maj7",1,1
"Ab:min7/5","Ab:min7",1,1
"Ab:min9","A:dim",1,1
"Ab:min9","Bb:sus4(b7,9)",1,1
"Ab:min9","Cb:min6",1,1
"Ab:min9","Db:9",1,1
"Ab:sus4","C:maj",1,1
"Ab:sus4","C:min",1,1
"Ab:sus4(b7)","Bb:maj",1,1
"Ab:sus4(b7)","Bb:sus4(b7)",1,1
"Ab:sus4(b7)","Cb:maj(9)",1,1
"Ab:sus4(b7)","Db:hdim7",1,1
"Ab:sus4(b7)","Eb:min7",1,1
"Ab:sus4(b7)","F:min9",1,1
"B:1/1","B:min",1,1
"B:1/1","C#:5",1,1
"B:1/1","C:maj",1,1
"B:1/1","E:maj",1,1
"B:11","E:maj7",1,1
"B:13","E:maj",1,1
"B:5","A:maj",1,1
"B:5","B:5(b7)",1,1
"B:5","B:maj",1,1
"B:5","B:min7",1,1
"B:5","C:maj",1,1
"B:5","E:5(b7)",1,1
"B:5","E:min7",1,1
"B:5","F#:1/1",1,1
"B:5","F#:maj",1,1
"B:5","G:maj/3",1,1
"B:5(b7)","B:5",1,1
"B:5(b7)","E:1/1",1,1
"B:5(b7)","G:1/1",1,1
"B:7","B:7/b7",1,1
"B:7","Bb:aug",1,1
"B:7","C:maj7",1,1
"B:7","D#:maj/b6",1,1
"B:7","D:maj/2",1,1
"B:7","E:min9",1,1
"B:7","E:sus4(b7)",1,1
"B:7","G:maj7",1,1
"B:7(11)","E:maj7",1,1
"B:7(b13)","E:min9",1,1
"B:7(b9)","B:7",1,1
"B:7(b9)","E:maj7",1,1
"B:7(b9)","E:maj9",1,1
"B:7(b9)/3","C:7",1,1
"B:7(b9,b13)","G:7/b3",1,1
"B:7/5","E:maj7",1,1
"B:7/6","B:7/5",1,1
"B:7/b7","B:7/6",1,1
"B:9","A:maj",1,1
"B:9","B:7(b9)",1,1
"B:9","B:min7",1,1
"B:9","E:maj",1,1
"B:9","E:min9",1,1
"B:9","E:sus4(b7,9)",1,1
"B:aug","Bb:maj9",1,1
"B:aug","F#:min7",1,1
"B:dim","Bb:dim",1,1
"B:dim","C:maj6",1,1
"B:maj","A#:dim",1,1
"B:maj","A:7",1,1
"B:maj","A:maj/5",1,1
"B:maj","A:maj7(#11)",1,1
"B:maj","B:13",1,1
"B:maj","B:maj7",1,1
"B:maj","B:sus4/b7",1,1
"B:maj","Bb:min",1,1
"B:maj","C#:5(b7)",1,1
"B:maj","C#:min(b13)",1,1
"B:maj","C#:min/b7",1,1
"B:maj","C#:min11",1,1
"B:maj","C:dim",1,1
"B:maj","D#:7",1,1
"B:maj","D:dim",1,1
"B:maj","E:7",1,1
"B:maj","E:min/5",1,1
"B:maj","F#:(b5,b7,3)",1,1
"B:maj","G:maj7(#9)",1,1
"B:maj","Gb:maj/3",1,1
"B:maj(9)","A:maj",1,1
"B:maj/3","E:min",1,1
"B:maj/5","F#:sus4(b7)",1,1
"B:maj/5","G#:maj",1,1
"B:maj/6","E:maj7",1,1
"B:maj/7","B:maj/b7",1,1
"B:maj/b4","Ab:maj",1,1
"B:maj/b7","B:maj/6",1,1
"B:maj/b7","G#:min7",1,1
"B:maj6","A:maj7(#11)",1,1
"B:maj6","C#:min9",1,1
"B:maj6","C:dim/7",1,1
"B:maj6(b9)","C#:min9",1,1
"B:maj7","Db:maj",1,1
"B:maj7","Db:min7",1,1
"B:maj7","E:maj/5",1,1
"B:maj7","G#:min",1,1
"B:maj9","C:min9",1,1
"B:min","A:maj/5",1,1
"B:min","B:maj",1,1
"B:min","B:min(11,9)",1,1
"B:min","B:min(9)",1,1
"B:min","B:min/4",1,1
"B:min","C:maj/3",1,1
"B:min","C:maj/5",1,1
"B:min","D:maj/b7",1,1
"B:min","D:min6",1,1
"B:min","E:(b5,b7,3)/b5",1,1
"B:min","E:min6",1,1
"B:min","F:maj",1,1
"B:min(11,9)","E:min",1,1
"B:min(9)","E:min",1,1
"B:min(9)","E:min(9)",1,1
"B:min/4","A:11",1,1
"B:min/4","A:5(b7)",1,1
"B:min/b7","A:maj7",1,1
"B:min/b7","D:maj",1,1
"B:min11","A:11",1,1
"B:min11/5","C#:min7/4",1,1
"B:min7","A:maj(9)",1,1
"B:min7","A:maj/3",1,1
"B:min7","B:min7/4",1,1
"B:min7","F#:maj",1,1
"B:min7","F#:min11",1,1
"B:min7","F:maj/5",1,1
"B:min7","G:maj7/3",1,1
"B:min7/4","A:maj",1,1
"B:min7/4","A:maj9",1,1
"B:min7/5","B:min11/5",1,1
"B:min7/b2","F:min6/5",1,1
"B:min7/b3","Bb:maj6",1,1
"B:min7/b3","Bb:maj7",1,1
"B:min7/b7","D:maj6",1,1
"B:min9","A:maj",1,1
"B:sus2(b7)","E:min",1,1
"B:sus4","A:sus4",1,1
"B:sus4","B:maj/5",1,1
"B:sus4(b7)","B:maj",1,1
"B:sus4(b7)","B:maj6(b9)",1,1
"B:sus4(b7)","C#:min7",1,1
"B:sus4(b7)","C:maj7",1,1
"B:sus4(b7)","E:min7",1,1
"B:sus4(b7)","F:maj7",1,1
"B:sus4(b7)/4","E:maj",1,1
"B:sus4(b7,9)","B:7",1,1
"B:sus4(b7,9)","Bb:maj13",1,1
"B:sus4(b7,9)","E:maj7",1,1
"B:sus4(b7,9)","E:maj9",1,1
"B:sus4(b7,9)","F#:min7",1,1
"B:sus4(b7,9)","G#:min7",1,1
"B:sus4/b7","B:5",1,1
"B:sus4/b7","B:maj",1,1
"B:sus4/b7","B:maj/b7",1,1
"B:sus4/b7","C#:min",1,1
"B:sus4/b7","E:maj",1,1
"Bb:(3)","C:maj",1,1
"Bb:(b5,b7,3)","A:maj",1,1
"Bb:1/1","Ab:1/1",1,1
"Bb:1/1","B:1/1",1,1
"Bb:1/1","Bb:maj9",1,1
"Bb:1/1","C:5",1,1
"Bb:1/1","Eb:maj/5",1,1
"Bb:1/1","F:maj",1,1
"Bb:1/1","Gb:maj",1,1
"Bb:11","Ab:dim7/2",1,1
"Bb:11","Eb:maj7",1,1
"Bb:5","A:maj",1,1
"Bb:5","Ab:7",1,1
"Bb:5","Bb:maj",1,1
"Bb:5","Eb:5",1,1
"Bb:7","A:sus4(b7)",1,1
"Bb:7","Ab:min7",1,1
"Bb:7","B:maj",1,1
"Bb:7","Bb:aug(b7)",1,1
"Bb:7","Bb:maj6/b7",1,1
"Bb:7","Bb:sus4(b7)",1,1
"Bb:7","Cb:maj7",1,1
"Bb:7","D:dim",1,1
"Bb:7","F#:min7",1,1
"Bb:7","F:7(#11)",1,1
"Bb:7","G:min7",1,1
"Bb:7","Gb:maj7",1,1
"Bb:7(#9)","Eb:7",1,1
"Bb:7(#9)","F:hdim7",1,1
"Bb:7(b9)","Eb:7",1,1
"Bb:7(b9,b13)","Eb:maj",1,1
"Bb:7/3","Eb:maj",1,1
"Bb:aug","Eb:maj7",1,1
"Bb:aug(b7)","Eb:maj",1,1
"Bb:dim","A:dim",1,1
"Bb:dim","Bb:maj7",1,1
"Bb:hdim7","Eb:7",1,1
"Bb:hdim7","Eb:7(b13,#9)",1,1
"Bb:maj","Ab:maj/5",1,1
"Bb:maj","Ab:maj13",1,1
"Bb:maj","Ab:maj6(7)",1,1
"Bb:maj","B:maj7",1,1
"Bb:maj","Bb:1/1",1,1
"Bb:maj","Bb:11",1,1
"Bb:maj","Bb:maj(9)",1,1
"Bb:maj","Bb:maj(9)/3",1,1
"Bb:maj","Bb:sus4",1,1
"Bb:maj","Bb:sus4(b7,9)",1,1
"Bb:maj","C#:dim",1,1
"Bb:maj","D:dim",1,1
"Bb:maj","Db:maj6",1,1
"Bb:maj","E:7",1,1
"Bb:maj","Eb:maj7",1,1
"Bb:maj","Eb:min9",1,1
"Bb:maj","Eb:sus4",1,1
"Bb:maj","F#:7",1,1
"Bb:maj","F:1/1",1,1
"Bb:maj","F:maj/5",1,1
"Bb:maj","G:sus4",1,1
"Bb:maj","G:sus4(b7)",1,1
"Bb:maj","Gb:sus2",1,1
"Bb:maj(9)","Ab:maj7",1,1
"Bb:maj(9)","C:sus4(b7)",1,1
"Bb:maj(9)","D:min7",1,1
"Bb:maj(9)","F:maj7",1,1
"Bb:maj(9)/3","C:maj",1,1
"Bb:maj(9)/3","C:maj/2",1,1
"Bb:maj(9)/3","Eb:maj6(7)",1,1
"Bb:maj(9)/3","Eb:maj7",1,1
"Bb:maj/3","Bb:maj",1,1
"Bb:maj/3","D:sus4(b7,9)",1,1
"Bb:maj/3","Eb:maj7",1,1
"Bb:maj/3","F:maj/5",1,1
"Bb:maj/3","G:min7",1,1
"Bb:maj/5","D:min",1,1
"Bb:maj/5","F:1/1",1,1
"Bb:maj/5","G:min7",1,1
"Bb:maj/b7","C:min7",1,1
"Bb:maj13","Ab:13",1,1
"Bb:maj6","Ab:maj6",1,1
"Bb:maj6","C:7(#9)",1,1
"Bb:maj6","Eb:min6/5",1,1
"Bb:maj6","G:min7",1,1
"Bb:maj6","G:min9",1,1
"Bb:maj6(9)","F:maj/3",1,1
"Bb:maj6/5","Bb:maj7",1,1
"Bb:maj6/5","C:maj6/3",1,1
"Bb:maj6/5","F:maj7",1,1
"Bb:maj6/b7","G:min",1,1
"Bb:maj7","A:sus4",1,1
"Bb:maj7","B:dim",1,1
"Bb:maj7","B:min7/b3",1,1
"Bb:maj7","Bb:maj(9)",1,1
"Bb:maj7","Bb:maj7/3",1,1
"Bb:maj7","Bb:min",1,1
"Bb:maj7","C:min7(11)",1,1
"Bb:maj7","Eb:maj",1,1
"Bb:maj7","F:maj7",1,1
"Bb:maj7/3","D:min6",1,1
"Bb:maj7/7","Bb:maj",1,1
"Bb:maj9","A:sus4",1,1
"Bb:maj9","Eb:maj/4",1,1
"Bb:min","Ab:min",1,1
"Bb:min","Ab:min7",1,1
"Bb:min","B:min",1,1
"Bb:min","Bb:min7",1,1
"Bb:min","Bb:minmaj7",1,1
"Bb:min","Bb:sus4(b7)",1,1
"Bb:min","Eb:maj7",1,1
"Bb:min","Eb:min7",1,1
"Bb:min","F:maj(9)",1,1
"Bb:min","F:min/5",1,1
"Bb:min","G:hdim7",1,1
"Bb:min","Gb:min/3",1,1
"Bb:min11","Gb:maj6(9)",1,1
"Bb:min7","Ab:min9",1,1
"Bb:min7","Ab:sus4(b7,9)",1,1
"Bb:min7","B:min7",1,1
"Bb:min7","Bb:1/1",1,1
"Bb:min7","Bb:7",1,1
"Bb:min7","Bb:sus4(b7)",1,1
"Bb:min7","C:min9",1,1
"Bb:min7","Cb:maj9",1,1
"Bb:min7","Eb:9",1,1
"Bb:min7","Eb:maj/b7",1,1
"Bb:min7","Eb:maj7",1,1
"Bb:min7","F:11",1,1
"Bb:min7","Gb:maj/b7",1,1
"Bb:min7","Gb:maj13",1,1
"Bb:min7(11)","Ab:maj7/3",1,1
"Bb:minmaj7","Eb:9",1,1
"Bb:sus2","Eb:maj9",1,1
"Bb:sus4","Eb:maj",1,1
"Bb:sus4","Eb:maj/5",1,1
"Bb:sus4(9)/7","Eb:maj",1,1
"Bb:sus4(b7)","A:9(13)",1,1
"Bb:sus4(b7)","Ab:maj7",1,1
"Bb:sus4(b7)","B:maj7",1,1
"Bb:sus4(b7)","B:sus4(b7)",1,1
"Bb:sus4(b7)","Bb:hdim7",1,1
"Bb:sus4(b7)","Bb:maj",1,1
"Bb:sus4(b7)","E:maj7",1,1
"Bb:sus4(b7)","Eb:maj",1,1
"Bb:sus4(b7)","Eb:sus4",1,1
"Bb:sus4(b7,9)","C:sus4(b7,9)",1,1
"Bb:sus4(b7,9)","Eb:maj7(#11)",1,1
"Bb:sus4(b7,9,13)","Ab:7(b9)",1,1
"C#:1/1","A:1/1",1,1
"C#:5","A:5",1,1
"C#:5(b13)","C#:min",1,1
"C#:5(b7)","C#:min7",1,1
"C#:7","C#:sus4(b7)",1,1
"C#:7","D:maj",1,1
"C#:7","F#:minmaj7",1,1
"C#:7(#9)","A:maj",1,1
"C#:7/4","F#:5",1,1
"C#:9","F#:min",1,1
"C#:9","F#:sus4(b7,9)",1,1
"C#:dim","C:7",1,1
"C#:dim","D:1/1",1,1
"C#:dim","D:min7",1,1
"C#:hdim7/4","E:min/b3",1,1
"C#:maj","A:maj",1,1
"C#:maj","B:maj/2",1,1
"C#:maj","F#:1/1",1,1
"C#:maj","F#:min",1,1
"C#:maj","G#:7",1,1
"C#:min","C#:min(11)",1,1
"C#:min","D:maj7",1,1
"C#:min","F#:maj(11)",1,1
"C#:min","G#:7",1,1
"C#:min","G#:sus4",1,1
"C#:min(11)","C#:min",1,1
"C#:min(b13)","A:maj",1,1
"C#:min/5","F#:min",1,1
"C#:min7","A:13",1,1
"C#:min7","A:9",1,1
"C#:min7","A:maj6(9)",1,1
"C#:min7","C#:1/1",1,1
"C#:min7","C#:7(#9)",1,1
"C#:min7","C:aug(b7)",1,1
"C#:min7","D:maj13",1,1
"C#:min7","E:sus4",1,1
"C#:min7","F#:sus4",1,1
"C#:min7","F#:sus4(b7)",1,1
"C#:min7/4","F#:7",1,1
"C#:min9","A:maj7(#11)",1,1
"C#:min9","G#:min7",1,1
"C#:sus4(b7)","C:7(b9)/3",1,1
"C#:sus4(b7,9)","B:maj",1,1
"C#:sus4(b7,9)","C#:1/1",1,1
"C#:sus4(b7,9)","C#:7",1,1
"C:(11)","Bb:5",1,1
"C:(11)","Bb:5/2",1,1
"C:(11)","Bb:maj",1,1
"C:(3)/2","D:5/5",1,1
"C:(b5,b7,3)","Db:maj",1,1
"C:1/1","A:maj",1,1
"C:1/1","A:min7",1,1
"C:1/1","Bb:1/1",1,1
"C:1/1","C:min7",1,1
"C:1/1","D:min",1,1
"C:1/1","Db:1/1",1,1
"C:1/1","E:min",1,1
"C:1/1","F:7",1,1
"C:1/1","G:7",1,1
"C:11","C:7",1,1
"C:13","B:7",1,1
"C:5","Bb:1/1",1,1
"C:5","Bb:5/2",1,1
"C:5","Bb:maj",1,1
"C:5","Bb:maj/2",1,1
"C:5","C:5(b7)",1,1
"C:5","C:7",1,1
"C:5","C:maj(9)",1,1
"C:5","C:sus4(b7)",1,1
"C:5","C:sus4(b7,9)",1,1
"C:5","Db:5",1,1
"C:5","Eb:min",1,1
"C:5","F#:5",1,1
"C:5(13)","C:5",1,1
"C:5(b7)","C:5(13)",1,1
"C:7","B:7",1,1
"C:7","B:7(b13)",1,1
"C:7","Bb:maj7",1,1
"C:7","Bb:sus4(b7)",1,1
"C:7","C:sus4(b7)",1,1
"C:7","Eb:maj/b7",1,1
"C:7","Eb:maj9",1,1
"C:7","F:maj(9)",1,1
"C:7","F:maj6",1,1
"C:7(#9)","C:1/1",1,1
"C:7(#9)","C:5",1,1
"C:7(#9)","D:min7",1,1
"C:7(b9)","F:min7",1,1
"C:7(b9)/3","C#:7",1,1
"C:7(b9)/b2","Gb:maj6",1,1
"C:7/3","A:min",1,1
"C:7/3","Bb:maj6/5",1,1
"C:7/3","F:sus4(9)",1,1
"C:7/3","G:5",1,1
"C:9","E:min7",1,1
"C:9","F:7",1,1
"C:9","F:min",1,1
"C:9","G:sus4(b7)",1,1
"C:aug(b7)","E:maj/5",1,1
"C:aug(b7)","F:maj",1,1
"C:aug(b7,9)","E:7/5",1,1
"C:dim","A:maj(9)/5",1,1
"C:dim","B:dim",1,1
"C:dim","B:min7",1,1
"C:dim","B:min7/4",1,1
"C:dim","C#:min",1,1
"C:dim","D:min7",1,1
"C:dim","Db:maj",1,1
"C:dim","G:min",1,1
"C:dim/7","B:maj",1,1
"C:hdim7","F:9",1,1
"C:maj","A:sus4",1,1
"C:maj","Ab:maj6",1,1
"C:maj","B:min7",1,1
"C:maj","Bb:11",1,1
"C:maj","Bb:maj(9)",1,1
"C:maj","Bb:maj9",1,1
"C:maj","Bb:sus4",1,1
"C:maj","C#:maj",1,1
"C:maj","C:5",1,1
"C:maj","C:dim",1,1
"C:maj","D:(11)",1,1
"C:maj","D:min9",1,1
"C:maj","D:sus4(b7,9)",1,1
"C:maj","Db:5",1,1
"C:maj","E:5(b7)",1,1
"C:maj","Eb:11",1,1
"C:maj","F#:7",1,1
"C:maj","F:1/1",1,1
"C:maj","F:maj13",1,1
"C:maj","F:min6",1,1
"C:maj","F:sus4(b7,9)",1,1
"C:maj","G:11",1,1
"C:maj","G:13",1,1
"C:maj","G:maj/b3",1,1
"C:maj","G:maj7",1,1
"C:maj","G:min11/b3",1,1
"C:maj(#11)","B:maj7",1,1
"C:maj(9)","Bb:maj(9)",1,1
"C:maj(9)","E:min/5",1,1
"C:maj(9)","F:maj",1,1
"C:maj(9)/3","G:maj",1,1
"C:maj/2","Bb:maj",1,1
"C:maj/3","A:min",1,1
"C:maj/3","Bb:maj/3",1,1
"C:maj/3","E:maj",1,1
"C:maj/3","Eb:dim",1,1
"C:maj/3","F:min",1,1
"C:maj/3","G:7/5",1,1
"C:maj/3","G:maj/5",1,1
"C:maj/3","G:min7",1,1
"C:maj/4","D:min",1,1
"C:maj/5","E:min7",1,1
"C:maj/5","F#:hdim7",1,1
"C:maj/5","F:maj/2",1,1
"C:maj/5","F:min/b3",1,1
"C:maj/6","D:maj",1,1
"C:maj/7","C:maj/6",1,1
"C:maj/7","F:sus2/3",1,1
"C:maj13","B:min11",1,1
"C:maj13","F:maj",1,1
"C:maj6","B:min",1,1
"C:maj6","Bb:maj6",1,1
"C:maj6","C:9",1,1
"C:maj6","D:maj",1,1
"C:maj6","D:min7",1,1
"C:maj6","F:7(#11)",1,1
"C:maj6","F:maj",1,1
"C:maj6","G:maj/3",1,1
"C:maj6","G:min7",1,1
"C:maj6(9)","Bb:maj9",1,1
"C:maj6/3","F:maj",1,1
"C:maj6/3","F:maj6",1,1
"C:maj6/5","C:dim",1,1
"C:maj7","G:11",1,1
"C:maj9","B:1/1",1,1
"C:maj9","D:7",1,1
"C:maj9","E:min7",1,1
"C:maj9(#11)","C:maj9",1,1
"C:maj9/3","D:sus4(b7)",1,1
"C:maj9/3","E:sus4",1,1
"C:maj9/3","F:maj7",1,1
"C:min","Ab:maj/2",1,1
"C:min","Bb:5/2",1,1
"C:min","Bb:maj7",1,1
"C:min","Bb:maj9",1,1
"C:min","Bb:sus4(b7)",1,1
"C:min","Bb:sus4(b7,9)",1,1
"C:min","C:1/1",1,1
"C:min","C:min/6",1,1
"C:min","C:min/b7",1,1
"C:min","Db:7",1,1
"C:min","Eb:7",1,1
"C:min","F:13",1,1
"C:min","F:sus4(b7)",1,1
"C:min","G:maj/3",1,1
"C:min(9)","B:7(b9,b13)",1,1
"C:min(9)/5","F:sus2(b7)",1,1
"C:min/5","Eb:maj/5",1,1
"C:min/5","F:7",1,1
"C:min/5","G:7",1,1
"C:min/6","C:min/5",1,1
"C:min/b7","F:maj6",1,1
"C:min11","C:min7",1,1
"C:min6/2","D:min",1,1
"C:min6/b3","G:min/5",1,1
"C:min7","A:(b7)/b7",1,1
"C:min7","B:7",1,1
"C:min7","Db:maj7",1,1
"C:min7","Eb:11",1,1
"C:min7","F:5",1,1
"C:min7","F:9(#11)",1,1
"C:min7","F:maj(9)/5",1,1
"C:min7","F:sus4(b7)",1,1
"C:min7","Gb:maj6(9)",1,1
"C:min7(11)","Bb:7/3",1,1
"C:min7(11)","F:maj",1,1
"C:min7(11)","F:min",1,1
"C:min9","D:min9",1,1
"C:min9","F:13",1,1
"C:minmaj7","Eb:maj/2",1,1
"C:sus2","Bb:maj6(9)",1,1
"C:sus2","D:min(9)",1,1
"C:sus2(#11)","G:maj",1,1
"C:sus4","C:sus4/7",1,1
"C:sus4","F:sus4",1,1
"C:sus4(9)","C#:9",1,1
"C:sus4(9)","C:min",1,1
"C:sus4(9)","F:maj7",1,1
"C:sus4(9)","G:min7",1,1
"C:sus4(b7)","Ab:maj/3",1,1
"C:sus4(b7)","B:7(b9)/3",1,1
"C:sus4(b7)","B:aug",1,1
"C:sus4(b7)","Bb:maj",1,1
"C:sus4(b7)","C:min",1,1
"C:sus4(b7)","D:min7",1,1
"C:sus4(b7)","F:maj(9)",1,1
"C:sus4(b7)","F:min7",1,1
"C:sus4(b7,9)","C:5",1,1
"C:sus4(b7,9)","D:min",1,1
"C:sus4/5","G:min7",1,1
"C:sus4/7","G:sus4/2",1,1
"Cb:1/1","Gb:1/1",1,1
"Cb:9","Db:maj9",1,1
"Cb:maj","Ab:7",1,1
"Cb:maj","Bb:maj",1,1
"Cb:maj","Db:sus4(b7)",1,1
"Cb:maj/5","Ab:maj7",1,1
"Cb:maj/5","Ab:min",1,1
"Cb:maj/5","C:sus2/5",1,1
"Cb:maj7","Cb:maj/5",1,1
